Line,Point,X,Y
1,1,125,317
1,2,126,317
1,3,127,317
1,4,128,317
1,5,129,317
1,6,130,317
1,7,131,317
1,8,132,317
1,9,132,317
1,10,133,317
1,11,134,317
1,12,135,317
1,13,136,317
1,14,137,317
1,15,138,317
1,16,139,317
1,17,140,317
1,18,141,317
1,19,142,317
1,20,142,317
1,21,139,317
1,22,139,316
1,23,139,316
1,24,139,315
1,25,139,314
1,26,139,314
1,27,139,313
1,28,139,313
1,29,139,312
1,30,139,311
1,31,139,311
1,32,139,310
1,33,139,309
1,34,139,309
1,35,139,308
1,36,139,308
1,37,139,307
1,38,139,306
1,39,139,306
1,40,139,305
1,41,139,305
1,42,139,304
1,43,139,303
1,44,139,303
1,45,139,302
1,46,139,302
1,47,139,301
1,48,139,300
1,49,139,300
1,50,139,299
1,51,139,299
1,52,139,298
1,53,139,297
1,54,139,297
1,55,139,296
1,56,139,299
1,57,140,299
1,58,141,299
1,59,142,299
1,60,142,299
1,61,143,299
1,62,144,299
1,63,145,299
1,64,146,299
1,65,147,299
1,66,148,299
1,67,149,299
1,68,150,299
1,69,151,299
1,70,152,299
1,71,152,299
1,72,153,299
1,73,154,299
1,74,155,299
1,75,156,299
1,76,157,299
1,77,158,299
1,78,159,299
1,79,160,299
1,80,161,299
1,81,162,299
1,82,163,299
1,83,163,299
1,84,164,299
1,85,165,299
1,86,166,299
1,87,167,299
1,88,168,299
1,89,169,299
1,90,170,299
1,91,171,299
1,92,172,299
1,93,173,299
1,94,173,299
1,95,174,299
1,96,175,299
1,97,176,299
1,98,177,299
1,99,178,299
1,100,179,299
1,101,180,299
1,102,181,299
1,103,182,299
1,104,183,299
1,105,184,299
1,106,184,299
1,107,185,299
1,108,186,299
1,109,187,299
1,110,188,299
1,111,189,299
1,112,190,299
1,113,191,299
1,114,192,299
1,115,193,299
1,116,189,299
1,117,189,298
1,118,189,297
1,119,189,297
1,120,189,296
1,121,189,296
1,122,189,295
1,123,189,294
1,124,189,294
1,125,189,293
1,126,189,293
1,127,189,292
1,128,189,291
1,129,189,291
1,130,189,290
1,131,189,290
1,132,189,289
1,133,189,288
1,134,189,288
1,135,189,287
1,136,189,287
1,137,189,286
1,138,189,285
1,139,189,285
1,140,189,284
1,141,189,284
1,142,189,283
1,143,189,282
1,144,189,282
1,145,189,281
1,146,189,281
1,147,189,280
1,148,189,279
1,149,189,279
1,150,189,278
1,151,189,277
1,152,189,277
1,153,189,276
1,154,189,276
1,155,189,275
1,156,189,274
1,157,189,274
1,158,189,273
1,159,189,273
1,160,189,272
1,161,189,271
1,162,189,271
1,163,189,270
1,164,189,270
1,165,189,269
1,166,189,268
1,167,189,268
1,168,189,267
1,169,189,267
1,170,189,266
1,171,189,265
1,172,189,265
1,173,189,264
1,174,189,264
1,175,189,263
1,176,189,262
1,177,189,262
1,178,189,261
1,179,189,261
1,180,189,260
1,181,189,259
1,182,189,259
1,183,189,258
1,184,189,258
1,185,189,257
1,186,189,256
1,187,189,256
1,188,189,255
1,189,189,255
1,190,189,254
1,191,189,256
1,192,190,256
1,193,191,256
1,194,192,256
1,195,193,256
1,196,194,256
1,197,194,256
1,198,195,256
1,199,196,256
1,200,197,256
1,201,198,256
1,202,199,256
1,203,200,256
1,204,201,256
1,205,202,256
1,206,203,256
1,207,204,256
1,208,204,256
1,209,205,256
1,210,206,256
1,211,207,256
1,212,208,256
1,213,209,256
1,214,210,256
1,215,211,256
1,216,212,256
1,217,213,256
1,218,214,256
1,219,214,256
1,220,215,256
1,221,212,256
1,222,212,256
1,223,212,255
1,224,212,255
1,225,212,254
1,226,212,253
1,227,212,253
1,228,212,252
1,229,212,252
1,230,212,251
1,231,212,250
1,232,212,250
1,233,212,249
1,234,212,249
1,235,212,248
1,236,212,247
1,237,212,247
1,238,212,246
1,239,212,245
1,240,212,245
1,241,212,244
1,242,212,244
1,243,212,243
1,244,212,242
1,245,212,242
1,246,212,241
1,247,212,241
1,248,212,240
1,249,212,239
1,250,212,239
1,251,212,238
1,252,212,238
1,253,212,237
1,254,212,236
1,255,212,236
1,256,212,235
1,257,212,235
1,258,212,234
1,259,212,233
1,260,212,233
1,261,212,232
1,262,212,232
1,263,212,231
1,264,212,230
1,265,212,230
1,266,212,229
1,267,212,229
1,268,212,228
1,269,212,227
1,270,212,227
1,271,212,226
1,272,212,226
1,273,212,225
1,274,212,224
1,275,212,224
1,276,212,223
1,277,212,223
1,278,212,222
1,279,212,221
1,280,212,221
1,281,212,223
1,282,213,223
1,283,214,223
1,284,214,223
1,285,215,223
1,286,216,223
1,287,217,223
1,288,218,223
1,289,219,223
1,290,220,223
1,291,221,223
1,292,222,223
1,293,223,223
1,294,224,223
1,295,225,223
1,296,225,223
1,297,226,223
1,298,227,223
1,299,228,223
1,300,229,223
1,301,230,223
1,302,231,223
1,303,232,223
1,304,233,223
1,305,234,223
1,306,235,223
1,307,235,223
1,308,236,223
1,309,237,223
1,310,238,223
1,311,235,223
1,312,235,223
1,313,235,222
1,314,235,221
1,315,235,221
1,316,235,220
1,317,235,220
1,318,235,219
1,319,235,218
1,320,235,218
1,321,235,217
1,322,235,216
1,323,235,216
1,324,235,215
1,325,235,215
1,326,235,214
1,327,235,213
1,328,235,213
1,329,235,212
1,330,235,212
1,331,235,211
1,332,235,210
1,333,235,210
1,334,235,209
1,335,235,209
1,336,235,208
1,337,235,207
1,338,235,207
