Line,Point,X,Y
1,1,143,320
1,2,144,320
1,3,145,320
1,4,146,320
1,5,147,320
1,6,148,320
1,7,149,320
1,8,150,320
1,9,151,320
1,10,152,320
1,11,152,320
1,12,153,320
1,13,154,320
1,14,155,320
1,15,156,320
1,16,157,320
1,17,158,320
1,18,159,320
1,19,160,320
1,20,161,320
1,21,162,320
1,22,163,320
1,23,163,320
1,24,164,320
1,25,165,320
1,26,166,320
1,27,167,320
1,28,168,320
1,29,169,320
1,30,170,320
1,31,171,320
1,32,172,320
1,33,173,320
1,34,173,320
1,35,174,320
1,36,175,320
1,37,176,320
1,38,177,320
1,39,178,320
1,40,179,320
1,41,175,320
1,42,175,319
1,43,175,319
1,44,175,318
1,45,175,317
1,46,175,317
1,47,175,316
1,48,175,316
1,49,175,315
1,50,175,314
1,51,175,314
1,52,175,313
1,53,175,313
1,54,175,312
1,55,175,311
1,56,175,311
1,57,175,310
1,58,175,309
1,59,175,309
1,60,175,308
1,61,175,308
1,62,175,307
1,63,175,306
1,64,175,306
1,65,175,305
1,66,175,305
1,67,175,304
1,68,175,303
1,69,175,303
1,70,175,302
1,71,175,302
1,72,175,301
1,73,175,300
1,74,175,300
1,75,175,299
1,76,175,302
1,77,176,302
1,78,177,302
1,79,178,302
1,80,179,302
1,81,180,302
1,82,181,302
1,83,182,302
1,84,183,302
1,85,184,302
1,86,184,302
1,87,185,302
1,88,186,302
1,89,187,302
1,90,188,302
1,91,189,302
1,92,190,302
1,93,191,302
1,94,192,302
1,95,193,302
1,96,194,302
1,97,194,302
1,98,195,302
1,99,196,302
1,100,197,302
1,101,198,302
1,102,199,302
1,103,200,302
1,104,201,302
1,105,202,302
1,106,203,302
1,107,204,302
1,108,204,302
1,109,205,302
1,110,206,302
1,111,203,302
1,112,203,301
1,113,203,300
1,114,203,300
1,115,203,299
1,116,203,299
1,117,203,298
1,118,203,297
1,119,203,297
1,120,203,296
1,121,203,296
1,122,203,295
1,123,203,294
1,124,203,294
1,125,203,293
1,126,203,293
1,127,203,292
1,128,203,291
1,129,203,291
1,130,203,290
1,131,203,290
1,132,203,289
1,133,203,288
1,134,203,288
1,135,203,287
1,136,203,287
1,137,203,286
1,138,203,285
1,139,203,285
1,140,203,284
1,141,203,284
1,142,203,283
1,143,203,282
1,144,203,282
1,145,203,281
1,146,203,281
1,147,203,280
1,148,203,279
1,149,203,279
1,150,203,278
1,151,203,277
1,152,203,277
1,153,203,276
1,154,203,276
1,155,203,275
1,156,203,274
1,157,203,274
1,158,203,273
1,159,203,273
1,160,203,272
1,161,203,271
1,162,203,271
1,163,203,270
1,164,203,270
1,165,203,269
1,166,203,268
1,167,203,268
1,168,203,267
1,169,203,267
1,170,203,266
1,171,203,268
1,172,204,268
1,173,204,268
1,174,205,268
1,175,206,268
1,176,207,268
1,177,208,268
1,178,209,268
1,179,210,268
1,180,211,268
1,181,207,268
1,182,207,268
1,183,207,267
1,184,207,267
1,185,207,266
1,186,207,265
1,187,207,265
1,188,207,264
1,189,207,264
1,190,207,263
1,191,207,262
1,192,207,262
1,193,207,261
1,194,207,261
1,195,207,260
1,196,207,259
1,197,207,259
1,198,207,258
1,199,207,258
1,200,207,257
1,201,207,256
1,202,207,256
1,203,207,255
1,204,207,255
1,205,207,254
1,206,207,253
1,207,207,253
1,208,207,252
1,209,207,252
1,210,207,251
1,211,207,250
1,212,207,250
1,213,207,249
1,214,207,249
1,215,207,248
1,216,207,247
1,217,207,247
1,218,207,246
1,219,207,245
1,220,207,245
1,221,207,244
1,222,207,244
1,223,207,243
1,224,207,242
1,225,207,242
1,226,207,244
1,227,208,244
1,228,209,244
1,229,210,244
1,230,211,244
1,231,212,244
1,232,213,244
1,233,214,244
1,234,214,244
1,235,215,244
1,236,216,244
1,237,217,244
1,238,218,244
1,239,219,244
1,240,220,244
1,241,221,244
1,242,222,244
1,243,223,244
1,244,224,244
1,245,225,244
1,246,225,244
1,247,226,244
1,248,227,244
1,249,228,244
1,250,229,244
1,251,230,244
1,252,231,244
1,253,232,244
1,254,233,244
1,255,234,244
1,256,235,244
1,257,235,244
1,258,236,244
1,259,237,244
1,260,238,244
1,261,239,244
1,262,240,244
1,263,241,244
1,264,242,244
1,265,243,244
1,266,244,244
1,267,245,244
1,268,246,244
1,269,246,244
1,270,247,244
1,271,248,244
1,272,249,244
1,273,250,244
1,274,251,244
1,275,252,244
1,276,253,244
1,277,254,244
1,278,255,244
1,279,256,244
1,280,256,244
1,281,253,244
1,282,253,244
1,283,253,243
1,284,253,242
1,285,253,242
1,286,253,241
1,287,253,241
1,288,253,240
1,289,253,239
1,290,253,239
1,291,253,238
1,292,253,238
1,293,253,237
1,294,253,236
1,295,253,236
1,296,253,235
1,297,253,235
1,298,253,234
1,299,253,233
1,300,253,233
1,301,253,232
1,302,253,232
1,303,253,231
1,304,253,230
1,305,253,230
1,306,253,229
1,307,253,229
1,308,253,228
1,309,253,227
1,310,253,227
1,311,253,226
1,312,253,226
1,313,253,225
1,314,253,224
1,315,253,224
1,316,253,226
1,317,254,226
1,318,255,226
1,319,256,226
1,320,256,226
1,321,257,226
1,322,258,226
