Line,Point,X,Y
1,1,125,335
1,2,126,335
1,3,127,335
1,4,128,335
1,5,129,335
1,6,130,335
1,7,131,335
1,8,132,335
1,9,132,335
1,10,133,335
1,11,134,335
1,12,135,335
1,13,136,335
1,14,137,335
1,15,138,335
1,16,134,335
1,17,134,334
1,18,134,334
1,19,134,333
1,20,134,332
1,21,134,332
1,22,134,331
1,23,134,331
1,24,134,330
1,25,134,329
1,26,134,329
1,27,134,328
1,28,134,328
1,29,134,327
1,30,134,326
1,31,134,326
1,32,134,325
1,33,134,325
1,34,134,324
1,35,134,323
1,36,134,323
1,37,134,322
1,38,134,322
1,39,134,321
1,40,134,320
1,41,134,320
1,42,134,319
1,43,134,319
1,44,134,318
1,45,134,317
1,46,134,317
1,47,134,316
1,48,134,316
1,49,134,315
1,50,134,314
1,51,134,314
1,52,134,313
1,53,134,313
1,54,134,312
1,55,134,311
1,56,134,311
1,57,134,310
1,58,134,309
1,59,134,309
1,60,134,308
1,61,134,308
1,62,134,307
1,63,134,306
1,64,134,306
1,65,134,305
1,66,134,305
1,67,134,304
1,68,134,303
1,69,134,303
1,70,134,302
1,71,134,302
1,72,134,301
1,73,134,300
1,74,134,300
1,75,134,299
1,76,134,299
1,77,134,298
1,78,134,297
1,79,134,297
1,80,134,296
1,81,134,299
1,82,135,299
1,83,136,299
1,84,137,299
1,85,138,299
1,86,139,299
1,87,140,299
1,88,141,299
1,89,142,299
1,90,142,299
1,91,143,299
1,92,144,299
1,93,145,299
1,94,146,299
1,95,147,299
1,96,148,299
1,97,149,299
1,98,150,299
1,99,151,299
1,100,152,299
1,101,152,299
1,102,153,299
1,103,154,299
1,104,155,299
1,105,156,299
1,106,157,299
1,107,158,299
1,108,159,299
1,109,160,299
1,110,161,299
1,111,162,299
1,112,163,299
1,113,163,299
1,114,164,299
1,115,165,299
1,116,166,299
1,117,167,299
1,118,168,299
1,119,169,299
1,120,170,299
1,121,171,299
1,122,172,299
1,123,173,299
1,124,173,299
1,125,174,299
1,126,175,299
1,127,176,299
1,128,177,299
1,129,178,299
1,130,179,299
1,131,180,299
1,132,181,299
1,133,182,299
1,134,183,299
1,135,184,299
1,136,184,299
1,137,185,299
1,138,186,299
1,139,187,299
1,140,188,299
1,141,189,299
1,142,190,299
1,143,191,299
1,144,192,299
1,145,193,299
1,146,194,299
1,147,194,299
1,148,195,299
1,149,196,299
1,150,197,299
1,151,194,299
1,152,194,298
1,153,194,297
1,154,194,297
1,155,194,296
1,156,194,296
1,157,194,295
1,158,194,294
1,159,194,294
1,160,194,293
1,161,194,293
1,162,194,292
1,163,194,291
1,164,194,291
1,165,194,290
1,166,194,290
1,167,194,289
1,168,194,288
1,169,194,288
1,170,194,287
1,171,194,287
1,172,194,286
1,173,194,285
1,174,194,285
1,175,194,284
1,176,194,284
1,177,194,283
1,178,194,282
1,179,194,282
1,180,194,281
1,181,194,281
1,182,194,280
1,183,194,279
1,184,194,279
1,185,194,278
1,186,194,277
1,187,194,277
1,188,194,276
1,189,194,276
1,190,194,275
1,191,194,274
1,192,194,274
1,193,194,273
1,194,194,273
1,195,194,272
1,196,194,271
1,197,194,271
1,198,194,270
1,199,194,270
1,200,194,269
1,201,194,268
1,202,194,268
1,203,194,267
1,204,194,267
1,205,194,266
1,206,194,265
1,207,194,265
1,208,194,264
1,209,194,264
1,210,194,263
1,211,194,265
1,212,194,265
1,213,195,265
1,214,196,265
1,215,197,265
1,216,198,265
1,217,199,265
1,218,200,265
1,219,201,265
1,220,202,265
1,221,203,265
1,222,204,265
1,223,204,265
1,224,205,265
1,225,206,265
1,226,207,265
1,227,208,265
1,228,209,265
1,229,210,265
1,230,211,265
1,231,212,265
1,232,213,265
1,233,214,265
1,234,214,265
1,235,215,265
1,236,216,265
1,237,217,265
1,238,218,265
1,239,219,265
1,240,220,265
1,241,221,265
1,242,222,265
1,243,223,265
1,244,224,265
1,245,225,265
1,246,225,265
1,247,226,265
1,248,227,265
1,249,228,265
1,250,229,265
1,251,230,265
1,252,231,265
1,253,232,265
1,254,233,265
1,255,234,265
1,256,230,265
1,257,230,265
1,258,230,264
1,259,230,264
1,260,230,263
1,261,230,262
1,262,230,262
1,263,230,261
1,264,230,261
1,265,230,260
1,266,230,259
1,267,230,259
1,268,230,258
1,269,230,258
1,270,230,257
1,271,230,256
1,272,230,256
1,273,230,255
1,274,230,255
1,275,230,254
1,276,230,253
1,277,230,253
1,278,230,252
1,279,230,252
1,280,230,251
1,281,230,250
1,282,230,250
1,283,230,249
1,284,230,249
1,285,230,248
1,286,230,247
1,287,230,247
1,288,230,246
1,289,230,245
1,290,230,245
1,291,230,244
1,292,230,244
1,293,230,243
1,294,230,242
1,295,230,242
1,296,230,241
1,297,230,241
1,298,230,240
1,299,230,239
1,300,230,239
1,301,230,238
1,302,230,238
1,303,230,237
1,304,230,236
1,305,230,236
1,306,230,238
1,307,231,238
1,308,232,238
1,309,233,238
1,310,234,238
1,311,235,238
1,312,235,238
1,313,236,238
1,314,237,238
1,315,238,238
1,316,239,238
1,317,240,238
1,318,241,238
1,319,242,238
1,320,243,238
1,321,244,238
1,322,245,238
1,323,246,238
1,324,246,238
1,325,247,238
1,326,248,238
1,327,249,238
1,328,250,238
1,329,251,238
1,330,252,238
1,331,253,238
1,332,254,238
1,333,255,238
1,334,256,238
1,335,256,238
1,336,257,238
1,337,258,238
1,338,259,238
1,339,260,238
1,340,261,238
1,341,262,238
1,342,263,238
1,343,264,238
1,344,265,238
1,345,266,238
1,346,266,238
1,347,267,238
1,348,268,238
1,349,269,238
1,350,270,238
1,351,271,238
1,352,272,238
1,353,273,238
1,354,274,238
1,355,275,238
1,356,276,238
1,357,276,238
1,358,277,238
1,359,278,238
1,360,279,238
1,361,280,238
1,362,281,238
1,363,282,238
1,364,283,238
1,365,284,238
1,366,280,238
1,367,280,238
1,368,280,237
1,369,280,236
1,370,280,236
1,371,280,235
1,372,280,235
1,373,280,234
1,374,280,233
1,375,280,233
1,376,280,232
1,377,280,232
1,378,280,231
1,379,280,230
1,380,280,230
1,381,280,229
1,382,280,229
1,383,280,228
1,384,280,227
1,385,280,227
1,386,280,226
1,387,280,226
1,388,280,225
1,389,280,224
1,390,280,224
1,391,280,223
1,392,280,223
1,393,280,222
1,394,280,221
1,395,280,221
1,396,280,220
1,397,280,220
1,398,280,219
1,399,280,218
1,400,280,218
1,401,280,217
1,402,280,216
1,403,280,216
1,404,280,215
1,405,280,215
1,406,280,214
1,407,280,213
1,408,280,213
1,409,280,212
1,410,280,212
1,411,280,211
1,412,280,210
1,413,280,210
1,414,280,209
1,415,280,209
1,416,280,208
1,417,280,207
1,418,280,207
1,419,280,206
1,420,280,206
1,421,280,205
1,422,280,204
1,423,280,204
1,424,280,203
1,425,280,203
1,426,280,202
1,427,280,201
1,428,280,201
1,429,280,200
1,430,280,200
1,431,280,199
1,432,280,198
1,433,280,198
1,434,280,197
1,435,280,197
1,436,280,196
1,437,280,195
1,438,280,195
1,439,280,194
1,440,280,194
1,441,280,193
1,442,280,192
1,443,280,192
1,444,280,191
1,445,280,191
1,446,280,193
1,447,281,193
1,448,282,193
1,449,283,193
1,450,284,193
1,451,285,193
1,452,286,193
1,453,287,193
1,454,287,193
1,455,288,193
1,456,289,193
1,457,290,193
1,458,291,193
1,459,292,193
1,460,293,193
1,461,294,193
1,462,295,193
1,463,296,193
1,464,297,193
1,465,297,193
1,466,298,193
1,467,299,193
1,468,300,193
1,469,301,193
1,470,302,193
1,471,303,193
1,472,304,193
1,473,305,193
1,474,306,193
1,475,307,193
1,476,308,193
1,477,308,193
1,478,309,193
1,479,310,193
1,480,311,193
1,481,312,193
1,482,313,193
1,483,314,193
1,484,315,193
1,485,316,193
1,486,317,193
1,487,318,193
1,488,318,193
1,489,319,193
1,490,320,193
1,491,321,193
1,492,322,193
1,493,323,193
1,494,324,193
1,495,325,193
1,496,326,193
1,497,327,193
1,498,328,193
1,499,328,193
1,500,329,193
1,501,330,193
1,502,331,193
1,503,332,193
1,504,333,193
1,505,334,193
1,506,330,193
1,507,330,192
1,508,330,192
1,509,330,191
1,510,330,191
1,511,330,190
1,512,330,189
1,513,330,189
1,514,330,188
1,515,330,188
1,516,330,187
1,517,330,186
1,518,330,186
1,519,330,185
1,520,330,184
1,521,330,184
1,522,330,183
1,523,330,183
1,524,330,182
1,525,330,181
1,526,330,181
1,527,330,180
1,528,330,180
1,529,330,179
1,530,330,178
1,531,330,178
1,532,330,177
1,533,330,177
1,534,330,176
1,535,330,175
1,536,330,175
1,537,330,174
1,538,330,174
1,539,330,173
1,540,330,172
1,541,330,172
1,542,330,171
1,543,330,171
1,544,330,170
1,545,330,169
1,546,330,169
1,547,330,168
1,548,330,168
1,549,330,167
1,550,330,166
1,551,330,166
1,552,330,165
1,553,330,165
1,554,330,164
1,555,330,163
1,556,330,163
1,557,330,162
1,558,330,162
1,559,330,161
1,560,330,160
1,561,330,163
1,562,331,163
1,563,332,163
1,564,333,163
1,565,334,163
1,566,335,163
1,567,336,163
1,568,337,163
1,569,338,163
1,570,338,163
1,571,339,163
1,572,340,163
1,573,341,163
1,574,342,163
1,575,343,163
1,576,344,163
1,577,345,163
1,578,346,163
1,579,347,163
1,580,348,163
1,581,349,163
1,582,349,163
1,583,350,163
1,584,351,163
1,585,352,163
1,586,353,163
1,587,354,163
1,588,355,163
1,589,356,163
1,590,357,163
1,591,353,163
1,592,353,162
1,593,353,162
1,594,353,161
1,595,353,160
1,596,353,160
1,597,353,159
1,598,353,159
1,599,353,158
1,600,353,157
1,601,353,157
1,602,353,156
1,603,353,155
1,604,353,155
1,605,353,154
1,606,353,154
1,607,353,153
1,608,353,152
1,609,353,152
1,610,353,151
1,611,353,154
1,612,354,154
1,613,355,154
1,614,356,154
1,615,357,154
1,616,358,154
1,617,359,154
1,618,359,154
1,619,360,154
1,620,361,154
1,621,362,154
1,622,363,154
1,623,364,154
1,624,365,154
1,625,366,154
1,626,367,154
1,627,368,154
1,628,369,154
1,629,370,154
1,630,370,154
1,631,371,154
1,632,372,154
1,633,373,154
1,634,374,154
1,635,375,154
1,636,376,154
1,637,377,154
1,638,378,154
1,639,379,154
1,640,380,154
1,641,380,154
1,642,381,154
1,643,382,154
1,644,383,154
1,645,384,154
1,646,385,154
1,647,386,154
1,648,387,154
1,649,388,154
1,650,389,154
1,651,390,154
1,652,390,154
1,653,391,154
1,654,392,154
1,655,393,154
1,656,394,154
1,657,395,154
1,658,396,154
1,659,397,154
1,660,398,154
1,661,399,154
1,662,400,154
1,663,400,154
1,664,401,154
1,665,402,154
1,666,403,154
1,667,404,154
1,668,405,154
1,669,406,154
1,670,407,154
1,671,408,154
1,672,409,154
1,673,410,154
1,674,411,154
1,675,411,154
1,676,412,154
1,677,413,154
1,678,414,154
1,679,415,154
1,680,416,154
1,681,417,154
1,682,418,154
1,683,419,154
1,684,420,154
1,685,421,154
1,686,417,154
1,687,417,153
1,688,417,152
1,689,417,152
1,690,417,151
1,691,417,151
1,692,417,150
1,693,417,149
1,694,417,149
1,695,417,148
1,696,417,148
1,697,417,147
1,698,417,146
1,699,417,146
1,700,417,145
1,701,417,145
1,702,417,144
1,703,417,143
1,704,417,143
1,705,417,142
1,706,417,142
1,707,417,141
1,708,417,140
1,709,417,140
1,710,417,139
1,711,417,139
1,712,417,138
1,713,417,137
1,714,417,137
1,715,417,136
1,716,417,136
1,717,417,135
1,718,417,134
1,719,417,134
1,720,417,133
1,721,417,133
1,722,417,132
1,723,417,131
1,724,417,131
1,725,417,130
1,726,417,130
1,727,417,129
1,728,417,128
1,729,417,128
1,730,417,127
1,731,417,127
1,732,417,126
1,733,417,125
1,734,417,125
1,735,417,124
1,736,417,123
1,737,417,123
1,738,417,122
1,739,417,122
1,740,417,121
1,741,417,120
1,742,417,120
1,743,417,119
1,744,417,119
1,745,417,118
1,746,417,117
1,747,417,117
1,748,417,116
1,749,417,116
1,750,417,115
1,751,417,114
1,752,417,114
1,753,417,113
1,754,417,113
1,755,417,112
1,756,417,114
1,757,418,114
1,758,419,114
1,759,420,114
1,760,421,114
1,761,421,114
1,762,422,114
1,763,423,114
1,764,424,114
